,company_name,old,total_employees,cities,type,industry,rating
18545,Prajay Engineers Syndicate, 38 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Engineering & Construction,3-4
18546,Zoylo Digihealth, 8 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18547,Syntizen Technologies, 10 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18548,Yamaha Motor, 69 years old , 1k-5k Employees ,Pune,Fortune India 500,Automobile,4-5
18549,Spoton Logistics, 12 years old , 1k-5k Employees ,Pune,Startup,Logistics,4-5
18550,Ujjivan Small Finance Bank, 7 years old , 10k-50k Employees ,Pune,Public,Banking,4-5
18551,AirAsia, 11 years old , 1k-5k Employees ,Pune,Public,Aviation,3-4
18552,Orient Electric, 70 years old , 501-1k Employees ,Pune,Public,Consumer Electronics & Appliances,3-4
18553,Imarticus Learning, 12 years old , 501-1k Employees ,Pune,Startup,Edtech,4-5
18554,Wicked Ride Adventures, 10 years old , 51-200 Employees ,Bangalore / Bengaluru,Startup,Internet,3-4
18555,Kaya Skin Clinic, 21 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Beauty & Personal Care,4-5
18556,Atlas Copco, 151 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Industrial Machinery,4-5
18557,MTR Foods, 100 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Fmcg,4-5
18558,Indoco Remedies, 77 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18559,Central Reserve Police Force, 85 years old , 1 Lakh+ Employees ,Hyderabad / Secunderabad,Government,Central,4-5
18560,Signify, 8 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,Consumer Electronics & Appliances,3-4
18561,Time Technoplast, 32 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Petrochemicals,3-4
18562,Lava International, 15 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,4-5
18563,InovarTech Private Limted, 7 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18564,Lumen Technologies, 94 years old , 1k-5k Employees ,Gurgaon / Gurugram,Forbes Global 2000,Hardware & Networking,3-4
18565,Time Technoplast, 32 years old , 1k-5k Employees ,Mumbai,Public,Petrochemicals,3-4
18566,CG Power and Industrial Solutions, 87 years old , 1k-5k Employees ,Gurgaon / Gurugram,Public,Electrical Equipment,3-4
18567,JSW Steel, 42 years old , 10k-50k Employees ,Gurgaon / Gurugram,Public,Iron & Steel,3-4
18568,Eveready Industries, 90 years old , 1k-5k Employees ,Gurgaon / Gurugram,Public,Consumer Electronics & Appliances,3-4
18569,Skipper, 43 years old , 1k-5k Employees ,Gurgaon / Gurugram,Public,Power,3-4
18570,Nippon Life India Asset Management, 29 years old , 1k-5k Employees ,Gurgaon / Gurugram,Public,Financial Services,4-5
18571,Vertex, 35 years old , 501-1k Employees ,Hyderabad / Secunderabad,Conglomerate,Pharma,4-5
18572,Signify, 8 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,Consumer Electronics & Appliances,3-4
18573,InovarTech Private Limted, 7 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18574,Ministry of Defence, 77 years old , 1 Lakh+ Employees ,Hyderabad / Secunderabad,Government,Central,4-5
18575,Everest Fleet, 8 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18576,Narayana Health, 24 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Fortune India 500,Healthcare,4-5
18577,Walsons Facility Solutions, 28 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Conglomerate,Recruitment,3-4
18578,MIC Electronics, 36 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,3-4
18579,UTC Fire & Security, 21 years old , 50k-1 Lakh Employees (Global) ,Hyderabad / Secunderabad,Public,Law Enforcement & Security,4-5
18580,CustomFurnish, 10 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18581,International Paper APPM, 60 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Pulp & Paper,4-5
18582,Synergy Netsoft, 31 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,4-5
18583,Foyr, 10 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18584,Scoop Technologies, 9 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18585,BDO, 61 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Accounting & Auditing,3-4
18586,Ipca Laboratories, 75 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18587,Snowman Logistics, 28 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18588,Ambuja Cements, 41 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Building Material,3-4
18589,Apollo Clinic, 22 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Healthcare,3-4
18590,Dizitive It Solutions, 8 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18591,ARCADIS, 15 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,4-5
18592,Net Access India, 27 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18593,Lakme, 44 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Beauty & Personal Care,4-5
18594,Action Construction Equipment, 29 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Industrial Machinery,3-4
18595,Microchip Technology, 35 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Semiconductors,4-5
18596,CyberArk, 25 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Software Product,3-4
18597,Cera Sanitaryware, 44 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18598,DP World, 19 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18599,Medlife, 10 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18600,Government of India, 74 years old , 1 Lakh+ Employees ,Hyderabad / Secunderabad,Government,Central,4-5
18601,BASF, 81 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Fortune India 500,Chemicals,4-5
18602,Simplex Infrastructures, 100 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Engineering & Construction,3-4
18603,Honda, 39 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Automobile,4-5
18604,TTK Healthcare, 96 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Healthcare,4-5
18605,Alien Technology Transfer, 11 years old , 51-200 Employees (Global) ,Hyderabad / Secunderabad,Public,Management Consulting,2-3
18606,Waters Corporation, 66 years old , 501-1k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Clinical Research,4-5
18607,Adonmo, 8 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Marketing & Advertising,3-4
18608,Prince Pipes & Fittings, 37 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18609,DS Group, 95 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,Fmcg,4-5
18610,Orix Auto Infrastructure Services, 29 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18611,Captain Fresh, 5 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Food Processing,3-4
18612,Ceat Tyres, 66 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Auto Components,4-5
18613,Core Integra Consulting Services, 13 years old , 501-1k Employees ,Hyderabad / Secunderabad,Conglomerate,Recruitment,3-4
18614,Orix Auto Infrastructure Services, 29 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18615,Renault, 126 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Automobile,4-5
18616,ADTRAN, 39 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Telecom,4-5
18617,ADTRAN, 39 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Telecom,4-5
18618,CAT Technologies, 25 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18619,Thyrocare Technologies, 28 years old , 1k-5k Employees ,Navi Mumbai,Public,Healthcare,3-4
18620,TotalEnergies, 100 years old , 1k-5k Employees ,Mumbai,Forbes Global 2000,Oil & Gas,3-4
18621,Plaza Premium Lounge, 26 years old , 201-500 Employees ,New Delhi,Public,Hospitality,4-5
18622,Volkswagen, 23 years old , 1k-5k Employees ,Pune,Forbes Global 2000,Automobile,4-5
18623,Adishwar India, 27 years old , 501-1k Employees ,Bangalore / Bengaluru,Public,Internet,3-4
18624,JSW Group, 42 years old , 10k-50k Employees ,Mumbai,Conglomerate,Iron & Steel,4-5
18625,Canon, 87 years old , 1k-5k Employees ,Gurgaon / Gurugram,Forbes Global 2000,Consumer Electronics & Appliances,4-5
18626,Toothsi, 6 years old , 501-1k Employees ,Mumbai,Startup,Internet,2-3
18627,Nath Bio - Genes, 45 years old , 501-1k Employees ,Aurangabad,Public,Agro Chemicals,3-4
18628,SS Infrastructure, 37 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Engineering & Construction,3-4
18629,Premier Explosives, 44 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Chemicals / Agri Inputs,3-4
18630,Deepak Nitrite, 54 years old , 1k-5k Employees ,Vadodara,Public,Chemicals,3-4
18631,Premier Explosives, 44 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Chemicals / Agri Inputs,3-4
18632,Medikabazaar, 10 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Medical Equipment,4-5
18633,JSW Group, 42 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Conglomerate,Iron & Steel,4-5
18634,Volkswagen, 23 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Automobile,4-5
18635,Adishwar India, 27 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Internet,3-4
18636,Canon, 87 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Consumer Electronics & Appliances,4-5
18637,GTL Infrastructure, 20 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Hardware & Networking,4-5
18638,REPCO HOME FINANCE, 24 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Nbfc,3-4
18639,Smartworks, 8 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Real Estate,3-4
18640,Aditya Birla Housing Finance, 15 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Financial Services,3-4
18641,Indira Gandhi International Airport, 62 years old , 10k-50k Employees (Global) ,Hyderabad / Secunderabad,Public,Urban Transport,3-4
18642,RentoMojo, 10 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18643,Hike Education Private Limited, 10 years old , 201-500 Employees ,Gurgaon / Gurugram,Startup,Edtech,3-4
18644,NanoHealth, 4 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18645,Hike Education Private Limited, 10 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Edtech,3-4
18646,Banyan Nation, 11 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18647,Arvind Group, 93 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Fashion & Textile,4-5
18648,Nexxoft Infotel, 33 years old , 51-200 Employees (Global) ,Hyderabad / Secunderabad,Public,Gaming,4-5
18649,Jumbotail Technologies, 9 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Retail,3-4
18650,Bluestone.com, 13 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Jewellery,3-4
18651,DealShare, 6 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Internet,3-4
18652,Ccl Products, 30 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Food Processing,3-4
18653,Faasos Food Services, 14 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Internet,3-4
18654,Deccan Chronicle Holdings, 94 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Printing & Publishing,4-5
18655,Cybermate Infotek, 30 years old , 201-500 Employees (Global) ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18656,GE Money, 92 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Financial Services,4-5
18657,"Lantronix India Pvt. Ltd.,", 35 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Hardware & Networking,3-4
18658,Cadila Pharmaceuticals, 73 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18659,Sentini, 24 years old , 51-200 Employees ,Hyderabad / Secunderabad,Conglomerate,Medical Equipment,3-4
18660,Swiss Re, 161 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Insurance,3-4
18661,Tilaknagar Industries Ltd., 91 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Beverage,3-4
18662,General Mills, 96 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Food Processing,4-5
18663,Tribhovandas Bhimji Zaveri, 160 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Metals & Mining,4-5
18664,Kansai Nerolac Paints, 104 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Chemicals,3-4
18665,Amrutanjan Health Care, 131 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18666,Swiss Re, 161 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Insurance,3-4
18667,Amrutanjan Health Care, 131 years old , 1k-5k Employees ,Chennai,Public,Pharma,3-4
18668,KPIT Technologies, 34 years old , 5k-10k Employees ,Ahmedabad,Public,Software Product,3-4
18669,Access Livelihoods Consulting, 19 years old , 51-200 Employees (Global) ,Hyderabad / Secunderabad,Public,Management Consulting,2-3
18670,Times Internet, 25 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Internet,3-4
18671,Alp Consulting, 28 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Recruitment,3-4
18672,Bacardi, 162 years old , 201-500 Employees ,Hyderabad / Secunderabad,Conglomerate,Beverage,3-4
18673,Trigyn Technologies, 38 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18674,Ugro Capital, 31 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Nbfc,3-4
18675,Tribhovandas Bhimji Zaveri, 160 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Metals & Mining,4-5
18676,Turtlemint, 9 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18677,truData Solutions, 6 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,4-5
18678,truData Solutions, 6 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,4-5
18679,SignalX, 6 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18680,QUICK HEAL TECHNOLOGIES, 29 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Software Product,3-4
18681,Indostar Capital Finance, 13 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Nbfc,4-5
18682,Veeva Systems, 17 years old , 1k-5k Employees (Global) ,Hyderabad / Secunderabad,Forbes Global 2000,Software Product,3-4
18683,Merino Industries, 56 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Furniture & Furnishing,2-3
18684,Merino Industries, 56 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Furniture & Furnishing,2-3
18685,DLF, 78 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Real Estate,3-4
18686,Rajvir Industries, 62 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Fashion & Textile,4-5
18687,Bounce, 10 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Automobile,3-4
18688,Muzigal, 4 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18689,Mfine, 7 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18690,Flex, 55 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Logistics,4-5
18691,Agarwal Packers and Movers Limited, 37 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Logistics,3-4
18692,JK Cement, 49 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18693,Videocon d2h, 15 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Internet,3-4
18694,Novo Nordisk, 101 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Pharma,4-5
18695,Symphony, 36 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,4-5
18696,Mfine, 7 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18697,Novo Nordisk, 101 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Pharma,4-5
18698,Videocon d2h, 15 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Internet,3-4
18699,The Indian Hotels Company, 125 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Fortune India 500,Hospitality,4-5
18700,Ricoh, 88 years old , 1-10 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18701,Anjani Portland Cement, 25 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18702,House of Beauty, 5 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18703,Medfin India, 8 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18704,Keerthi Industries, 42 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18705,The Indian Hotels Company, 125 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Fortune India 500,Hospitality,4-5
18706,Ricoh, 88 years old , 1-10 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18707,Maharashtra Seamless, 36 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Building Material,3-4
18708,SSV Creative Labs, 4 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18709,ITCrats Info Solutions, 10 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18710,HT Media, 100 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Media & Entertainment,3-4
18711,Husys Consulting, 22 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Recruitment,3-4
18712,MagicPin, 9 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18713,3LOQ Labs, 12 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18714,Control Print, 33 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,3-4
18715,Inditrade Capital, 30 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Nbfc,4-5
18716,NSE.IT, 25 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
