,company_name,old,total_employees,cities,type,industry,rating
14766,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14767,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14768,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14769,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14770,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14771,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14772,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14773,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14774,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14775,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14776,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14777,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14778,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14779,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14780,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14781,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14782,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14783,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14784,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14785,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14786,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14787,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14788,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14789,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14790,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14791,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14792,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14793,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14794,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14795,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14796,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14797,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14798,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14799,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14800,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14801,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14802,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14803,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14804,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14805,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14806,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14807,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14808,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14809,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14810,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14811,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14812,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14813,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14814,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14815,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14816,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14817,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14818,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14819,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14820,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14821,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14822,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14823,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14824,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14825,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14826,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14827,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14828,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14829,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14830,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14831,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14832,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14833,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14834,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14835,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14836,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14837,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14838,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14839,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14840,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14841,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14842,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14843,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14844,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14845,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14846,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14847,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Noida,Forbes Global 2000,Bpo,3-4
14848,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Noida,Public,Bpo,3-4
14849,Jio, 6 years old , 50k-1 Lakh Employees ,Noida,Public,Telecom,3-4
14850,Amazon, 30 years old , 1 Lakh+ Employees ,Noida,Public,Internet,4-5
14851,IBM, 113 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,4-5
14852,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Noida,Public,Engineering & Construction,4-5
14853,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14854,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14855,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14856,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14857,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14858,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14859,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14860,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14861,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14862,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14863,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14864,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14865,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14866,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14867,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14868,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14869,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14870,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14871,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14872,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14873,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14874,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14875,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14876,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14877,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14878,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14879,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14880,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14881,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14882,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14883,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14884,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14885,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14886,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14887,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14888,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14889,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14890,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14891,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14892,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14893,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14894,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14895,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14896,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14897,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14898,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14899,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14900,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14901,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14902,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14903,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14904,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14905,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14906,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14907,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14908,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14909,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14910,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14911,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14912,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14913,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14914,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14915,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14916,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14917,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14918,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14919,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14920,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14921,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14922,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14923,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14924,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14925,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14926,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14927,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14928,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14929,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14930,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14931,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14932,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14933,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14934,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14935,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14936,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14937,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14938,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14939,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14940,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14941,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14942,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14943,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14944,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14945,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14946,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14947,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14948,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14949,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14950,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14951,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14952,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14953,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14954,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14955,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14956,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14957,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14958,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14959,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14960,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14961,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14962,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14963,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14964,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14965,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14966,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14967,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14968,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14969,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14970,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14971,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14972,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14973,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14974,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14975,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14976,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14977,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14978,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14979,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14980,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14981,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
14982,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
14983,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
14984,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14985,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
14986,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
14987,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
14988,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
14989,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
14990,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
14991,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
14992,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
14993,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
14994,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
14995,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
14996,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
14997,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
14998,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
14999,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15000,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15001,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15002,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15003,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15004,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15005,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15006,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15007,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15008,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15009,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15010,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15011,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15012,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15013,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15014,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15015,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15016,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15017,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15018,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15019,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15020,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15021,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15022,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
15023,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
15024,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
15025,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
15026,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
15027,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
15028,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
15029,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
15030,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
15031,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
15032,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
15033,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
15034,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
15035,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
15036,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
15037,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
15038,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
15039,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
