,company_name,company_rating,old,total_employees,cities,type,industry
8657,Leadec India,4.0, 62 years old , 1k-5k Employees , Indore +51 more,,
8658,MAYORA,3.9, 16 years old , 1k-5k Employees , Indore +69 more,,
8659,Peerless Biotech,4.6,, 201-500 Employees , Indore +36 more,,
8660,Suruchi Spices,3.5, 45 years old , 201-500 Employees , Indore +6 more,,
8661,Shree Financial Services,2.7,,, Indore +4 more,,
8662,IDBI Intech Limited,3.7, 24 years old , 1k-5k Employees , Indore +24 more, Public ,IT Services & Consulting 
8663,HealthKart,3.9, 13 years old , 201-500 Employees , Indore +25 more,,
8664,Shreya Enterprises,4.1,,,Indore +11 more,,
8665,Kreate Energy,3.7, 27 years old , 51-200 Employees , Indore +12 more,,
8666,Aptech,3.7, 38 years old , 201-500 Employees , Indore +66 more, Public ,Education & Training 
8667,Murugappa Group,4.0, 124 years old , 50k-1 Lakh Employees , Indore +66 more, Conglomerate ,Agro Chemicals 
8668,RENEE Cosmetics,4.4,, 11-50 Employees , Indore +13 more,,
8669,Suguna Foods,4.1, 40 years old , 5k-10k Employees , Indore +161 more,,
8670,Indian Immunologicals,4.1, 42 years old , 1k-5k Employees , Indore +25 more, Public ,Biotechnology 
8671,TAM Media Research,3.6, 26 years old , 501-1k Employees , Indore +10 more,,
8672,K7 Computing,4.2, 33 years old , 51-200 Employees , Indore +17 more,,
8673,RPG Life Sciences,4.1, 31 years old , 1k-5k Employees , Indore +34 more, Public ,Pharma 
8674,Liberty Shoes,3.8, 70 years old , 51-200 Employees , Indore +36 more, Public ,Fashion & Textile 
8675,Centaur Pharmaceuticals,3.6, 46 years old , 1k-5k Employees , Indore +48 more,,
8676,BMA Wealth Creators,3.5, 19 years old , 5k-10k Employees (Global) , Indore +29 more,,
8677,Volvo Trucks,4.3, 96 years old , 501-1k Employees , Indore +27 more,,
8678,Kelly Services,4.3, 78 years old , 201-500 Employees , Indore +34 more,,
8679,Yum!,4.1, 27 years old , 501-1k Employees , Indore +28 more, Forbes Global 2000 ,Hospitality 
8680,Cavitak Marketing,4.6, 38 years old , 201-500 Employees , Indore +2 more,,
8681,ASSA ABLOY,3.7, 19 years old , 51-200 Employees , Indore +26 more, Public ,Real Estate 
8682,Mulchand Bherulal Crushings,5.0,,1-10 Employees , Indore,,
8683,ABB Group,4.1, 36 years old , 1k-5k Employees , Indore +97 more, Public ,Electrical Equipment 
8684,Dr Mohan's Diabetes Specialities Centre,4.2, 33 years old , 1k-5k Employees , Indore +32 more,,
8685,Logimetrix Techsolutions,3.3, 12 years old ,, Indore +1 more,,
8686,Balaji Enterprises,4.2, 33 years old , 11-50 Employees , Indore +60 more,,
8687,Faber India,4.3, 69 years old , 201-500 Employees , Indore +33 more,,
8688,Rivaara Labs,3.1,, 11-50 Employees , Indore +11 more,,
8689,Impetus Solutions,3.6, 23 years old , 51-200 Employees , Indore +3 more,,
8690,Spykar Jeans,3.7,,, Indore +8 more,,
8691,Vayam Info Solutions,4.0, 14 years old , 201-500 Employees , Indore +44 more,,
8692,Avalon Technologies,3.9,, 1k-5k Employees , Indore +14 more,,
8693,End Poverty,4.4, 15 years old , 51-200 Employees , Indore +3 more,,
8694,Creambell,4.1, 33 years old , 51-200 Employees , Indore +86 more,,
8695,Bezoar Software,1.0,,, Indore,,
8696,Perfect Generators Technologies,4.3, 32 years old , 51-200 Employees , Indore +5 more,,
8697,Ramesh Metals,5.0,,51-200 Employees , Indore +1 more,,
8698,L&T Power Transmission & Distribution,4.4,, 1k-5k Employees , Indore +26 more,,
8699,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Company,4.2,, 51-200 Employees , Indore +10 more,,
8700,Goddres Pharmaceuticals,3.2, 13 years old , 51-200 Employees , Indore +13 more,,
8701,Epson,4.3, 82 years old , 201-500 Employees , Indore +43 more,,
8702,Venky's,3.7, 48 years old , 5k-10k Employees , Indore +63 more, Public ,FMCG 
8703,CLR Facility Services,4.2, 22 years old , 1k-5k Employees , Indore +30 more,,
8704,Digamber Capfin,4.3, 29 years old , 51-200 Employees , Indore +13 more, Public ,Financial Services 
8705,Toyota Material Handling,3.7, 68 years old , 201-500 Employees , Indore +26 more,,
8706,Tokita Seed,4.8,,,Indore +1 more,,
8707,Hanon Systems,4.2, 38 years old , 501-1k Employees , Indore +19 more,,
8708,BLG Logistics,3.9, 147 years old , 10k-50k Employees (Global) , Indore +8 more,,
8709,Office World,3.8,,,Indore +10 more,,
8710,ITER,3.0,,, Indore +1 more,,
8711,Freshworks,3.7, 14 years old , 1k-5k Employees , Indore +39 more, Public ,Software Product 
8712,LEAP India Private Limited,4.4, 11 years old , 501-1k Employees , Chennai +29 more, Startup ,Packaging 
8713,Shalimar Group,4.0, 54 years old , 501-1k Employees , Chennai +21 more,,
8714,Shree Bhawani Consultancy Services,4.3,,201-500 Employees , Bhopal +14 more,,
8715,Shaadi.com,3.5, 28 years old , 201-500 Employees , Chennai +25 more,,
8716,Midmark India,4.2,,,Mumbai +11 more,,
8717,VISION,4.0, 31 years old , 11-50 Employees , Chennai +59 more,,
8718,Shreeji Construction,4.2, 22 years old , 11-50 Employees (Global) , Chennai +17 more,,
8719,63 Moons Technologies,3.8, 36 years old , 501-1k Employees , Chennai +12 more, Public ,IT Services & Consulting 
8720,Cashkaro.com,3.5, 12 years old , 51-200 Employees , Indore +11 more, Startup ,Internet 
8721,HelpAge India,4.5, 46 years old , 501-1k Employees , Indore +41 more,,
8722,Upcurve Consumer Technologies Private Limited,3.0, 12 years old , 201-500 Employees , Indore +5 more, Startup ,IT Services & Consulting 
8723,SUBHLAKSHMI FINANCE,4.1,, 11-50 Employees , Indore +12 more,,
8724,Rean Watertech,4.6, 10 years old ,51-200 Employees , Indore +7 more,,
8725,IT Corporates,4.4,,1-10 Employees , Indore +17 more,,
8726,K10 Restaurant & Cafe,5.0,,,Indore,,
8727,S3 Collection,5.0,,,Indore,,
8728,Vigour Biotech,4.5,,,Indore +2 more,,
8729,Fantasy Homz,3.0,,,Indore,,
8730,DigitalDict Technology,5.0,,,Indore,,
8731,Oysta Entertaiment,1.0,,,Indore,,
8732,Radha's Designer Studio,5.0,,,Indore,,
8733,Rajdhani Tak News,3.0,,,Indore,,
8734,Aerotiveplus Technologies And Services,4.0,,,Indore,,
8735,Shri Indore Cloth Market Hospital,5.0,,,Indore,,
8736,Uttam Phosphates,5.0,,,Indore,,
8737,Grow Global Fintax,5.0,,,Indore,,
8738,Hotel Zoyo Indore,5.0,,,Indore,,
8739,Shreenidhi Oils and Food Ingredients,5.0,,,Indore,,
8740,AVS,3.3,,11-50 Employees , Indore +7 more,,
8741,PRACHI(INDIA),4.4, 28 years old ,11-50 Employees , Indore +8 more,,
8742,Inner Engineering Products & Systems,4.5,,,Indore +3 more,,
8743,Lise Infotech,5.0,,,Indore +1 more,,
8744,Kavya Infotech,4.8,,,Indore +3 more,,
8745,Micron Hvac,3.7,,,Indore +2 more,,
8746,FUJITSU GENERAL India,4.4,,501-1k Employees , Indore +15 more,,
8747,Zodiac Clothing Company,3.6, 40 years old , 1k-5k Employees , Indore +23 more, Public ,Fashion & Textile 
8748,Star Agrotech,2.9,24 years old ,, Indore +5 more,,
8749,K.M. Dastur Reinsurance Brokers,3.9, 51 years old ,11-50 Employees , Indore +11 more,,
8750,Beacon Diagnostics,3.8, 34 years old ,51-200 Employees , Indore +6 more,,
8751,Hamilton Writing Instruments,4.3,,51-200 Employees , Indore +8 more,,
8752,Hindware Home Innovation,3.1,,,Indore +29 more,,
8753,Soothe Healthcare,3.6, 12 years old , 201-500 Employees , Indore +30 more,,
8754,Psychotropics India,4.2, 37 years old , 201-500 Employees , Indore +9 more, Public ,Pharma 
8755,Shivam Construction,3.6,, 201-500 Employees , Indore +10 more,,
8756,Columbia Sportswear,4.1, 86 years old , 5k-10k Employees (Global) , Indore +9 more,,
8757,Solar Company,4.0,,,Indore +20 more,,
8758,R.K. Group,3.9, 40 years old , 51-200 Employees , Indore +27 more,,
8759,Formica Laminates,4.0, 111 years old ,201-500 Employees , Indore +12 more,,
8760,Tech Force Wayand,3.0,,,Indore,,
8761,Ncsi Technologies,3.0,, 501-1k Employees , Indore +3 more,,
8762,Prism Johnson Limited - RMC (India) Division,4.1, 28 years old , 501-1k Employees , Indore +55 more, Public ,Building Material 
8763,Cozentus Technologies,3.4, 5 years old , 51-200 Employees , Indore +1 more,,
8764,HotWax Commerce,1.0,,,Indore,,
8765,Bandhan KOnnagar,3.7, 23 years old , 201-500 Employees , Indore +50 more,,
8766,Logis tech,3.0, 21 years old , 51-200 Employees , Indore +14 more,,
8767,Adani Green Energy,4.2, 9 years old , 1k-5k Employees , Indore +67 more, Fortune India 500 ,Power 
8768,Medikabazaar,4.7, 10 years old , 501-1k Employees , Indore +28 more, Startup ,Medical Equipment 
8769,OneAssist Consumer Solutions,4.2, 13 years old , 201-500 Employees , Indore +29 more,,
8770,Aegis Logistics,4.0, 68 years old , 1k-5k Employees , Indore +25 more, Public ,Oil & Gas 
8771,Kips Learning Private Limited,4.4, 29 years old , 51-200 Employees , Indore +20 more,,
8772,Kailash Chand Jain & Co.,4.4,,51-200 Employees , Indore +3 more,,
8773,Inland World Logistics,3.6, 42 years old , 1k-5k Employees , Indore +38 more,,
8774,MatexNet,3.5, 29 years old , 201-500 Employees , Indore +10 more,,
8775,Belle Vue Clinic Kolkata,3.4, 57 years old , 501-1k Employees , Indore +2 more,,
8776,Fossil Group,3.7, 40 years old , 501-1k Employees , Indore +35 more,,
8777,Guru Tegh Bahadur Public School,4.0,, 11-50 Employees , Indore +11 more,,
8778,Rivulis Irrigation,4.4, 58 years old , 201-500 Employees , Indore +27 more,,
8779,SAI Technologies,4.9, 28 years old , 51-200 Employees , Indore +3 more,,
8780,BNC Power Projects,3.5, 57 years old , 201-500 Employees , Indore +12 more,,
8781,VMS,4.2,, 51-200 Employees , Indore +11 more,,
8782,Xinthe Technologies,4.1, 23 years old , 51-200 Employees , Indore +2 more,,
8783,Krozzon,4.0,,,Indore,,
8784,Simran Agrovet,4.0,,,Indore +1 more,,
8785,Sawaliya Food Products,3.0,,,Indore,,
8786,Aimtech Infra,5.0,,,Indore +1 more,,
8787,Infinac Services,5.0,,,Indore,,
8788,Ellar Steel Industries,3.0,,,Indore,,
8789,Optiwise Infrastructure,5.0,,,Indore,,
8790,Sethi Metal Industries,4.0,,,Indore,,
8791,Smart Refrigeration Indore,5.0,,,Indore,,
8792,Cubixsys,5.0,,,Indore,,
8793,Institute of School Library Management,5.0,,,Indore,,
8794,Combine Sales,4.0,,,Indore,,
8795,Maan Enviro Technologies,1.0,,,Indore,,
8796,Bhavika Tradeworld,1.0,,,Indore,,
8797,TutorCabin,1.0,,,Indore,,
8798,Vrinda Soft indore,4.0,,,Indore,,
8799,Encourage InfoTech,4.0,,,Indore,,
8800,Broker Brothers & Co,4.0,,,Indore,,
8801,Brahmadevi Engineering Products,1.0,,,Indore,,
8802,Precision Test Lab And Consultant,4.0,,,Indore,,
8803,Tee Monk,5.0,,,Indore,,
8804,Vyaparify Rubinus,2.4,,,Indore +2 more,,
8805,Alfa Expertiz,5.0,,,Indore,,
8806,Finedict Financial Services,5.0,,,Indore,,
8807,Enrichment Leads,5.0,,,Indore,,
8808,Reli Associates,5.0,,,Indore,,
8809,Eighthsense,5.0,,,Indore,,
8810,Evenmark,4.0,,,Indore,,
8811,Achala Agro Chemicals,4.0,,,Indore +1 more,,
8812,Vanika Jewels,5.0,,,Indore,,
8813,Wellfounded,5.0, 1 years old , 1-10 Employees , Indore, Startup ,Software Product 
8814,InstaVix,5.0,,,Indore,,
8815,Haidery Trading,5.0,,,Indore,,
8816,The Heaven Arch,5.0,,,Indore,,
8817,S3 Collection,5.0,,,Indore,,
8818,Ambajhar Developers,4.0,,,Indore,,
8819,Vigour Biotech,4.5,,,Indore +2 more,,
8820,K10 Restaurant & Cafe,5.0,,,Indore,,
8821,SGP Products,3.0,,,Indore,,
8822,Kavindra Vessels & Tanks,1.0,,,Indore,,
8823,Fantasy Homz,3.0,,,Indore,,
8824,Maa Tutorial Indore,5.0,,,Indore,,
8825,DigitalDict Technology,5.0,,,Indore,,
8826,Oysta Entertaiment,1.0,,,Indore,,
8827,Radha's Designer Studio,5.0,,,Indore,,
8828,Anjushree Groups,2.0,,,Indore,,
8829,Skill Mantra,4.7,,,Indore +1 more,,
8830,2 Love Group Of Companies,2.0,,,Indore,,
8831,Traveler Sharma,5.0,,,Indore,,
8832,MeriSKILL,4.7,,,Indore +4 more,,
8833,Tathagat IAS,5.0,,,Indore,,
8834,TrueFirms,4.0,,,Indore,,
8835,Neutron Infotech,3.7,,,Indore +1 more,,
8836,Rukmani Filling Station,3.0,,,Indore,,
8837,RightPe,5.0,,,Indore,,
8838,G Sachanand Kala Mandir,5.0,,,Indore,,
8839,Pecos Healthcare,4.0,,,Indore,,
8840,Timeout Entertainment,5.0,,,Indore,,
8841,Achiever Career Institute,5.0,,,Indore,,
8842,Codoxy IT Solutions And Consultancy,5.0,,,Indore,,
8843,Safety Plus,5.0,,,Indore,,
8844,Investobazar,4.0,,,Indore,,
8845,Aqunova Pharma,3.6,,,Indore +1 more,,
8846,Swastic Mechanical Workshop Kalyani,4.6,,,Indore +1 more,,
8847,Comet Instruments,4.0,,,Indore,,
8848,ZetaGrade,5.0,,,Indore,,
8849,Mayra Masala and Seasoning,5.0,,,Indore,,
8850,Shri Mahavir Traders Indore,5.0,,,Indore,,
8851,New Bharat Infra,4.0,,,Indore,,
8852,Unitara Motors,5.0,,,Indore,,
8853,Meryl Pharmaceutical,1.0,,,Indore,,
8854,Dr. Agnihotri's Path Lab,4.0,,,Indore,,
8855,Chemexfluid Engineers,5.0,,,Indore,,
8856,Dhani Teckno Services,5.0,,,Indore,,
8857,CA Mohit Kelotra Chartered Accountant,5.0,,,Indore,,
8858,TechnoTronix,4.0,,,Indore,,
8859,10XWeb Solutions,4.0,,,Indore,,
8860,Healthcare Medical Devices,5.0,,,Indore,,
8861,Iwebxtreme,1.0,,,Indore,,
8862,Celebe The Gift Mall,4.0,,,Indore,,
8863,Age Tree Technologies,4.0,,,Indore,,
8864,Environ Energy Systems,5.0,,,Indore,,
8865,Bonsai Technology,5.0,,,Indore,,
8866,TRSM Buildcon,5.0,,,Maharajganj +4 more,,
8867,Huntgains,5.0,,,Indore,,
8868,Johar Enterprises,5.0,,,Indore,,
8869,Casavo Soft,5.0,,,Indore,,
8870,The Design Institute,3.0,,,Indore,,
8871,MNT Industries,1.0,,,Indore,,
8872,Ultra Koders,5.0,,,Indore,,
8873,Delphic,5.0, 2 years old , 51-200 Employees , Dehradun +3 more, Startup ,IT Services & Consulting 
8874,Informalai,4.0,,,Indore,,
8875,Nyra Chocolates,4.0,,,Indore,,
8876,Law Legends,5.0,,,Indore,,
8877,Avexporters,5.0,,,Indore,,
8878,Herbal Origin,3.0,,,Indore,,
8879,Daksh Coal Corporation,5.0,,,Indore,,
8880,S Mandhaniya & Co,5.0,,,Indore,,
8881,Coin Gabbar,5.0,,,Indore,,
8882,Nilesh Sodani & Company,4.0,,,Indore,,
8883,Techno Sparsh Software Solution,3.0,,,Indore,,
8884,Gyizer,5.0,,,Indore,,
8885,Bluebell Design,3.0,,,Indore,,
8886,Domo Business Services,5.0,,,Indore,,
8887,Sarco Group,1.0,,,Indore,,
8888,Divine Incense Work,3.0,,,Indore,,
8889,Sahil Khan Fitness,5.0,,,Indore,,
8890,Integrity Engineering Indore,4.5,,,Indore +1 more,,
8891,Unique Drug House Indore,3.0,,,Indore,,
8892,Sampat Fuels,3.0,,,Indore,,
8893,Radiant Safety Equipment,5.0,,,Indore,,
8894,Inurum Technologies,5.0,,,Indore,,
8895,SUD Life Bancassurance,5.0,,,Indore +1 more,,
8896,Fincrat Business Solution,5.0,,,Indore,,
8897,Edusquadz Technology,1.0,,,Indore,,
8898,Mee Food Products,5.0,,,Indore,,
8899,Jyoti Multi Speciality Hospitals,4.0,,,Indore +1 more,,
8900,Shri Mahavir Traders Indore,5.0,,,Indore,,
8901,SBDI Indore,1.0,,,Indore,,
8902,Kesar Alloys & Metals,3.0,,,Indore,,
8903,CybX Virtual Technologies,5.0,,,Indore,,
8904,SAWM - Digital Marketing Agency,5.0,,,Indore +1 more,,
8905,Unitara Motors,5.0,,,Indore,,
8906,Mukta Advertising,5.0,,,Indore,,
8907,Swara Hygiene,5.0,,,Indore,,
8908,iNSPiRE by Apple,5.0,,,Indore,,
8909,Spotlyt,4.0,,,Indore,,
8910,Vedik Cyber Technology,5.0,,,Indore,,
8911,Healthy Universe,5.0,,,Indore,,
8912,Prajapati Light,5.0,,,Indore,,
8913,R2Bytes,5.0,,,Indore,,
8914,Dr. Agnihotri's Path Lab & Diagnostic Center,4.0,,,Indore,,
8915,Aynaa,4.0,,,Indore,,
8916,Kumar Values Consultancy Services,5.0,,,Indore,,
8917,Mikado Trousers,1.0,,,Indore,,
8918,Shri Shakti Corporate Services,5.0,,,Indore,,
8919,Igniters Dance Academy,5.0,,,Indore,,
8920,Abhishek Paroha And Associates,4.0,,,Indore,,
8921,Mind4 Academy,3.0,,,Indore,,
8922,Funplex Game Zone,4.0,,,Indore,,
8923,Shihabi Computers,3.0,,,Indore,,
8924,IVRBOX Communications,1.0,,,Indore,,
8925,Sellxperts,5.0,,,Indore,,
8926,Nyalkaran Pharma,3.1,,,Indore +2 more,,
8927,Store Vision,3.0,,,Indore,,
8928,Ghamasan.com,1.0,,,Indore,,
8929,Flexispace Solutions,5.0,,,Indore,,
8930,Environeutrality,3.0,,,Indore,,
8931,Global Institute for Education and Research Foundation,4.4,,,Indore +1 more,,
8932,Stream Teleservices,5.0,,,Indore,,
8933,Namasthetu Infra & Developers,4.0,,,Indore,,
8934,Swarvi Trading,5.0,,,Indore,,
8935,Pultox,5.0,,,Indore,,
8936,Nyra Chocolates,4.0,,,Indore,,
8937,Law Legends,5.0,,,Indore,,
8938,Avexporters,5.0,,,Indore,,
8939,Fincrat Business Solution,5.0,,,Indore,,
8940,Edusquadz Technology,1.0,,,Indore,,
8941,Shree Ji Project Constructions,5.0,,,Indore,,
8942,Divinity Force,4.0,,,Indore,,
8943,Coder Monks,5.0,,,Indore,,
8944,Cloud Gateways,5.0,,,Indore,,
8945,Bimal Institute,1.0,,,Indore,,
8946,SS Food Tech,5.0,,,Indore,,
8947,Digicosta,5.0,,,Indore,,
8948,Impulse Chemical & Surfocant,5.0,,,Indore,,
8949,Wondertech Entertainment,5.0,,,Indore,,
8950,Tutornet Solutions,4.0,,,Indore,,
8951,Gattani Intimate Wears,5.0,,,Indore,,
8952,Sri Ram Krishi Seva Kendra,5.0,,,Indore,,
8953,Hi Diamonds,5.0,,,Indore,,
8954,Haidery Trading,5.0,,,Indore,,
8955,The Heaven Arch,5.0,,,Indore,,
8956,SGP Products,3.0,,,Indore,,
8957,Kavindra Vessels & Tanks,1.0,,,Indore,,
8958,Ambajhar Developers,4.0,,,Indore,,
8959,Maa Tutorial Indore,5.0,,,Indore,,
8960,HRP Professional Vertex,5.0,,,Indore,,
8961,Capstone Business Solutions,5.0,,,Indore,,
8962,Mahendra Mittal & Co,5.0,,,Indore,,
8963,Final Destination Reality,1.0,,,Indore,,
8964,Indiana Plywood,3.0,,,Indore,,
8965,Salila Herbal,5.0,,,Indore,,
8966,Finn Crafters,2.0,,,Indore,,
8967,Plexus IT Systems,5.0,,,Indore +2 more,,
8968,S2 Finserve,4.0,,,Indore,,
8969,Saptrishi Telecommunication,3.0,,,Indore,,
8970,Kelcious Techmechs,5.0,,,Indore,,
8971,RRG Construction,,,,Indore,,
8972,Gugli,4.0,,,Indore,,
8973,Tanmay Enterprises,3.2,,,Indore +1 more,,
8974,Saraswati Plastotech,2.9,,51-200 Employees , Indore +1 more,,
8975,KBL,3.5,,, Indore +5 more,,
8976,Tlg India,3.8, 52 years old , 201-500 Employees , Indore +10 more, Public ,Software Product 
8977,AT&S,4.0, 37 years old , 5k-10k Employees (Global) , Indore +26 more,,
8978,Dharmaj Crop Guard,4.4, 9 years old , 501-1k Employees , Indore +13 more, Public ,Agro Chemicals 
8979,Amazon Pay,4.0,,,Indore +30 more,,
8980,Shri Balaji Sevarth Vinod Agarwal Foundation,4.0,,,Indore,,
8981,Dial Tone Electronics,5.0,,,Indore,,
8982,Ravisky Vision,5.0,,,Indore,,
8983,Bina Badini Shishu Mandir,5.0,,,Indore,,
8984,Mirai Talks,4.0,,,Indore,,
8985,Cheree Infomedia,5.0,,,Indore,,
8986,NextLED,5.0,,,Indore,,
8987,MaxCode IT Solutions Private Limited,5.0, 10 years old , 11-50 Employees , Indore,,
8988,Focus Eye Technocraft,3.0,,,Indore,,
8989,Ply Palace,4.0,,,Indore,,
8990,SKN and Associates,5.0,,,Indore,,
8991,Akshya Fin & Infrastructure,5.0,,,Indore,,
8992,Tech Diligents,5.0,,,Indore,,
8993,Shree Durga Khandsari Sugar Mills,4.0,,,Indore,,
8994,Saran Construction Company,3.2,,,Indore,,
8995,TVS - Dugar,5.0,,,Indore,,
8996,Khatushyam Ayurveda,5.0,,,Indore,,
8997,G B Badlani,1.0,,,Indore,,
8998,Vidur Convent School Aron,5.0,,,Indore,,
8999,Assure Galaxy,5.0,,,Indore,,
9000,Impulse Chemical & Surfocant,5.0,,,Indore,,
9001,Wondertech Entertainment,5.0,,,Indore,,
9002,Tutornet Solutions,4.0,,,Indore,,
9003,Gattani Intimate Wears,5.0,,,Indore,,
9004,Sri Ram Krishi Seva Kendra,5.0,,,Indore,,
9005,Hi Diamonds,5.0,,,Indore,,
9006,Gurukul Tutorials Indore,5.0,,,Indore,,
9007,Jineshwar International School,5.0,,,Indore,,
9008,Radiant Containers,5.0,,,Indore,,
9009,Vision Infra Inc,5.0,,,Indore,,
9010,Shailesh Constant,4.0,,,Indore,,
9011,The Arya International School Kanadia,5.0,,,Indore,,
9012,JMR Couriers And Delivery,5.0,,,Indore,,
9013,Laxmi Drug House Indore,1.0,,,Indore,,
9014,Shriveda infra Indore,5.0,,,Indore,,
9015,Vakratund Solutions,4.0,,,Indore,,
9016,Sdxworld Digital Media,5.0,,,Indore,,
9017,MTCC Institute of Commerce & Computers,5.0,,,Indore,,
9018,Simple Trade Indore,5.0,,,Indore,,
9019,Sushil Maroo & Co,4.0,,,Indore,,
9020,Syscraft Technologies,4.5,9 years old ,, Indore +1 more,,
9021,Health Insurance TPA of India,4.4, 11 years old , 51-200 Employees , Indore +15 more,,
9022,Sustainable Agro-commercial Finance,4.4, 13 years old , 51-200 Employees , Indore +29 more,,
9023,Senses Electronics,4.9,,,Indore +3 more,,
9024,Bizcrum Infotech,3.8,, 201-500 Employees , Indore +37 more,,
9025,Grab (India),4.1, 12 years old , 5k-10k Employees , Indore +31 more, Startup ,Internet 
9026,Anu Products,4.0, 34 years old ,51-200 Employees , Indore +12 more,,
9027,Myoung Shin India Automotive,4.2, 18 years old , 51-200 Employees , Indore +5 more,,
9028,KreditBee,3.6, 6 years old , 501-1k Employees , Indore +12 more, Startup ,Internet 
9029,ShopX,4.4, 9 years old , 201-500 Employees , Indore +30 more, Startup ,Internet 
9030,Asian Footwear,4.1,, 51-200 Employees , Indore +5 more,,
9031,Evershine Build India,4.1,,,Indore +3 more,,
9032,Canixa Life Sciences,3.6, 16 years old , 51-200 Employees , Indore +16 more,,
9033,Arya Omnitalk,4.1,, 501-1k Employees , Indore +44 more,,
9034,Intercraft Trading,4.5, 30 years old , 201-500 Employees , Indore +20 more,,
9035,Securities and Exchange Board of India,4.3, 32 years old , 1k-5k Employees , Indore +6 more, Public ,Financial Services 
9036,Natural Ice Cream,4.5, 40 years old ,, Indore +14 more,,
9037,Sobha,4.0, 29 years old , 1k-5k Employees , Ahmedabad +35 more, Public ,Real Estate 
9038,Mohak Hospital,3.8,,,Prayagraj / Allahabad +2 more,,
9039,Unimoni,3.8, 18 years old , 1k-5k Employees , Ahmedabad +124 more,,
9040,Ravi Foods,3.9, 36 years old , 501-1k Employees , Indore +27 more,,
9041,Swami Vivekanand Institute of Engineering & Technology,3.4, 40 years old , 51-200 Employees , Indore +11 more,,
9042,A.a.associates,2.6,,51-200 Employees (Global) , Indore +6 more,,
9043,Sterlite Power,4.0, 14 years old , 1k-5k Employees , Indore +59 more, Fortune India 500 ,Power 
9044,Tranquil Global,3.7,, 11-50 Employees , Indore +4 more,,
9045,PAN Healthcare,4.0,,51-200 Employees , Indore +8 more,,
9046,Sharpener,3.7,,,Indore +2 more,,
9047,Hydrogen MEP Consultant and Trainers,5.0,,,Indore,,
9048,Agrovision group,3.1, 14 years old , 11-50 Employees (Global) , Indore +5 more,,
9049,Advanced Medtech Solutions,3.6, 11 years old , 51-200 Employees , Indore +15 more,,
9050,Swarna Pragati Housing Microfinance,4.4, 15 years old , 51-200 Employees , Indore +23 more,,
9051,GENWORKS Health,3.1, 9 years old , 201-500 Employees , Indore +30 more,,
9052,Madhya Bharat Telecom Infrastructures,4.8,,11-50 Employees , Indore +1 more,,
9053,GigIndia,3.7, 8 years old , 201-500 Employees , Indore +10 more, Startup ,Internet 
9054,Aegon Life Insurance,3.8, 17 years old , 1k-5k Employees , Indore +33 more,,
9055,SKH Y-TEC,4.1, 11 years old , 1k-5k Employees , Indore +17 more,,
9056,iGLOBAL IMPACT ITES,2.6, 12 years old , 51-200 Employees , Indore +5 more,,
9057,Exxaro Tiles,3.4, 16 years old , 201-500 Employees , Indore +17 more,,
9058,Ginger Hotels,4.3, 21 years old , 501-1k Employees , Indore +31 more,,
9059,Dyson,3.8, 31 years old , 201-500 Employees , Indore +15 more,,
9060,Rajasthan Granite House,5.0,,,Indore,,
9061,Shri Creation Indore,4.0,,,Indore,,
9062,4 Way Resort And Restaurants,1.0,,,Indore,,
9063,L2Mtech,1.0,,,Indore,,
9064,PTS Diagnostics,1.0,,,Indore,,
9065,Ram Rahim Roadways,4.0,,,Indore,,
9066,Krishvi Info,3.0,,,Indore,,
9067,Unionn Legal Services,5.0,,,Indore,,
9068,Pre Ayurvedic Panchkrm Spa And Salon L The Thai Spa,5.0,,,Indore,,
9069,Age Of Gaming Co,3.7,,,Indore,,
9070,Shri Ji Associates Indore,4.0,,,Indore,,
9071,Gshantii Electronics and Furniture Mall,5.0,,,Indore,,
9072,Fashion Nova,5.0,,,Indore,,
9073,Ambikeya,5.0,,,Indore,,
9074,Inspire Algo Tech,4.0,,,Indore,,
9075,Needsley Fintech,2.0,,,Indore,,
9076,MIT World school,4.0,,,Indore,,
9077,Nascon Technologies,4.0,,,Indore,,
9078,Absolute Coffee Brewers,5.0,,,Indore,,
9079,OystaPlay,2.0,,,Indore,,
9080,Galiyaara Films,1.0,,,Indore,,
9081,Fintech Magic,4.0,,,Indore,,
9082,Lifeboat Learning,5.0,,,Indore,,
9083,Kimirica Ventures,5.0,,,Indore,,
9084,PDJC & Associates,5.0,,,Indore,,
9085,Digital Ban Jao,5.0,,,Indore,,
9086,Ciyapa,5.0,,,Indore,,
9087,RDA Bulk Packaging,4.5,,,Indore,,
9088,Alba Premier,1.0,,,Indore,,
9089,Trade Aura Research,5.0,,,Indore,,
9090,Ekagra Finserv,4.0,,,Indore,,
9091,Satguru Oils,3.0,,,Indore,,
9092,AutoBotCenter,4.0,,,Indore,,
9093,Shree Vithika Turnkey Solutions,4.0,,,Indore,,
9094,Ghamasan.com,1.0,,,Indore,,
9095,Flexispace Solutions,5.0,,,Indore,,
9096,Environeutrality,3.0,,,Indore,,
9097,Global Institute for Education and Research Foundation,4.4,,,Indore +1 more,,
9098,Avi Oil & Foods,3.0,,,Indore,,
9099,Penfield International School,1.0,,,Indore,,
9100,Valyrian Labs,2.0,,,Indore,,
9101,Rajendra Kothari & Co,5.0,,,Indore,,
